,mean,std,min,max
pcm_fftMag_spectralRollOff75.0_sma_de_mean,0.03776011589485779,0.24650925606527485,-1.8640900690909088,3.115136380681818
pcm_fftMag_spectralRollOff90.0_sma_de_mean,0.07852828238014156,0.3631840006481038,-2.1597729850561818,3.4337300676136366
pcm_fftMag_spectralFlux_sma_de_mean,8.329729395390843e-05,0.00013572502610490397,-0.0005139801910112358,0.0010638842522727274
pcm_fftMag_spectralCentroid_sma_de_mean,0.03539896399093346,0.16535988284957656,-1.5525660710227265,1.9466447353409089
pcm_fftMag_spectralEntropy_sma_de_mean,0.00013226868831861147,0.0006777717724314477,-0.013463229413370787,0.006346999368181819
pcm_fftMag_spectralVariance_sma_de_mean,69.91419912344648,592.3951952010382,-4774.866754545458,7598.924446818179
pcm_fftMag_spectralSkewness_sma_de_mean,0.00023571136367459645,0.0028524444798112263,-0.022780085985227284,0.02922115640340909
pcm_fftMag_spectralKurtosis_sma_de_mean,0.0025871152239325566,0.5932398488466427,-7.122407453409097,9.541955388620456
pcm_fftMag_spectralSlope_sma_de_mean,-7.844796431332163e-05,0.00025808335904397054,-0.003447991920454548,0.0010997251730337071
pcm_fftMag_psySharpness_sma_de_mean,2.853832688996398e-05,0.00011489667746760773,-0.000991442517272727,0.0013359292409090909
pcm_fftMag_spectralHarmonicity_sma_de_mean,0.00014729020130322025,0.0005359561580882802,-0.0025137174696629213,0.008351784670454545
pcm_fftMag_mfcc_sma_de[1]_mean,0.0008178526149672327,0.002839828366953586,-0.010307217295454543,0.009483242966292129
pcm_fftMag_mfcc_sma_de[2]_mean,-9.269665743840631e-05,0.0029031928984144897,-0.010526842772727278,0.011621523920454546
pcm_fftMag_mfcc_sma_de[3]_mean,0.0004091779700371079,0.0027416300325096322,-0.011502445215909094,0.009730448755681815
pcm_fftMag_mfcc_sma_de[4]_mean,-4.535660001687874e-05,0.0029124250723856515,-0.012123191329545457,0.01464681355681819
pcm_fftMag_mfcc_sma_de[5]_mean,0.0001927227109433062,0.0029573066931914784,-0.013194832494382018,0.01295745655681818
pcm_fftMag_mfcc_sma_de[6]_mean,3.4326607231129924e-05,0.002835314189874947,-0.01308024969318182,0.022505947670454548
pcm_fftMag_mfcc_sma_de[7]_mean,0.0001292691431645455,0.0030720691182894067,-0.011411564292134831,0.021008368280681814
pcm_fftMag_mfcc_sma_de[8]_mean,3.6124715601010755e-05,0.0030709333213346816,-0.020013398704545462,0.02258950795454545
pcm_fftMag_mfcc_sma_de[9]_mean,-2.846452734358934e-05,0.002951157858488931,-0.014441002159090915,0.015064543207954547
pcm_fftMag_mfcc_sma_de[10]_mean,6.123113495930015e-05,0.0028049255871985383,-0.011066961534090912,0.013838798465909085
pcm_fftMag_mfcc_sma_de[11]_mean,-3.3082529118599574e-05,0.002741955434159527,-0.019073001887640453,0.016487392848314606
pcm_fftMag_mfcc_sma_de[12]_mean,-2.5873061805945498e-05,0.0027152481234062457,-0.015966662466292136,0.0125967026375
pcm_fftMag_mfcc_sma_de[13]_mean,-2.505175577174273e-05,0.002393374637979571,-0.009816230637078652,0.019370878295454544
pcm_fftMag_mfcc_sma_de[14]_mean,-4.348200673599205e-05,0.0021795293509879795,-0.01531623751136364,0.012123225876404495
F0final_sma_std,45.26804904032917,28.033052305531896,4.27599538855831,184.2524411814434
voicingFinalUnclipped_sma_std,0.03053384681459179,0.029692025464323493,0.005616157483342087,0.27868453279643723
jitterLocal_sma_std,0.033325753409367706,0.007372069568821531,0.004127540007770618,0.06131325584794784
jitterDDP_sma_std,0.03686648906473713,0.008400118252304942,0.003516964278288365,0.0670850208900173
shimmerLocal_sma_std,0.03968970820777395,0.012341657116176345,0.0077352890205950485,0.13966388254528767
logHNR_sma_std,9.736410681821015,7.206979452173516,0.92191883963428,45.579407541867674
audspec_lengthL1norm_sma_std,0.42232310194124845,0.22939597055304195,0.051274765124662856,2.1275648564514773
audspecRasta_lengthL1norm_sma_std,1.3250625421595321,1.9139541028354994,0.006151743096775932,9.836191228322097
pcm_RMSenergy_sma_std,0.024611513254079297,0.015762651140030712,0.0020819272419488,0.15486059578811234
pcm_zcr_sma_std,0.014648513311334531,0.013848397862357812,0.0011841416505190276,0.2813399546743176
audSpec_Rfilt_sma[0]_std,0.3866330367154726,0.6122378932387474,0.0012320883582452665,3.241197025272972
audSpec_Rfilt_sma[1]_std,0.7930196316360304,1.179292045307829,0.002722735857329273,6.10449698285299
audSpec_Rfilt_sma[2]_std,1.1186144652402548,1.6260382643581153,0.00556909964031721,8.91656862612135
audSpec_Rfilt_sma[3]_std,1.3450829689068515,1.9291749106733616,0.006731418339374374,9.833814158902776
audSpec_Rfilt_sma[4]_std,1.4892842562420374,2.1615369320274262,0.009974926425968514,10.451335522663113
audSpec_Rfilt_sma[5]_std,1.5882703264088978,2.368305013434201,0.012246772137260706,14.007099320385235
audSpec_Rfilt_sma[6]_std,1.58219227714301,2.3902107209649492,0.014325827786249381,18.16100770909896
audSpec_Rfilt_sma[7]_std,1.629902952250996,2.4634666794124125,0.015123292747487416,18.421048362258546
audSpec_Rfilt_sma[8]_std,1.6544013777367192,2.527294349493268,0.014690722435883468,23.333868097562558
audSpec_Rfilt_sma[9]_std,1.6482927422540694,2.494405459086076,0.016113097816010346,15.65160082459293
audSpec_Rfilt_sma[10]_std,1.6565618932739998,2.5340332809769097,0.015236305541152831,21.574859999946323
audSpec_Rfilt_sma[11]_std,1.6631288445948758,2.516451736630724,0.013790605790120921,15.58514617337435
audSpec_Rfilt_sma[12]_std,1.6910150766294418,2.5959044776468003,0.012239381154870776,18.07155332462772
audSpec_Rfilt_sma[13]_std,1.7033031192191888,2.610195320496411,0.014239181508215378,21.343395147631124
audSpec_Rfilt_sma[14]_std,1.7166331600543627,2.6249162637384744,0.013097151367514012,18.447519161651517
audSpec_Rfilt_sma[15]_std,1.72597734552621,2.6744502242927517,0.012664698045640566,16.538510055407528
audSpec_Rfilt_sma[16]_std,1.6965025430807128,2.6516189921546265,0.012752707709020195,16.27422018607288
audSpec_Rfilt_sma[17]_std,1.6454983223661477,2.579256163716265,0.012631819427360993,15.11765412353616
audSpec_Rfilt_sma[18]_std,1.5947376004362208,2.505389260577375,0.012623885973418786,15.669168827781075
audSpec_Rfilt_sma[19]_std,1.466575218694727,2.300043643046027,0.011911248474049802,13.432896270011652
audSpec_Rfilt_sma[20]_std,1.2905883536797973,2.0215430593655004,0.013068520166594887,12.547248809218845
audSpec_Rfilt_sma[21]_std,1.1233757614666269,1.763356565935148,0.010475446850753549,10.43320435887565
audSpec_Rfilt_sma[22]_std,0.9168173631088675,1.426393393781933,0.01109497056032402,9.49480689912884
audSpec_Rfilt_sma[23]_std,0.738157477663327,1.1548217799477531,0.0069437234419812395,7.149035339847617
audSpec_Rfilt_sma[24]_std,0.5744174699109528,0.8935238592796955,0.006475363469915965,6.383277045285077
audSpec_Rfilt_sma[25]_std,0.4462382340615499,0.6871014954130388,0.004846188105107174,4.747529834975368
pcm_fftMag_fband250-650_sma_std,0.8035129331121736,1.0989425518906633,0.0032951179430487872,16.061395728289085
pcm_fftMag_fband1000-4000_sma_std,0.4935530775833681,0.9569206000705331,0.0014704342589112352,10.845512295097434
pcm_fftMag_spectralRollOff25.0_sma_std,118.011531812385,157.73574000174244,2.960667116104803,3290.4080520813227
pcm_fftMag_spectralRollOff50.0_sma_std,205.88937677785665,225.5326882950326,5.854607155618295,4283.2429033268045
pcm_fftMag_spectralRollOff75.0_sma_std,350.7628889963452,314.4199159913359,10.207213328597351,4817.4681307000765
pcm_fftMag_spectralRollOff90.0_sma_std,549.1278057309308,432.3472745154369,24.520758350378127,5601.920859425793
pcm_fftMag_spectralFlux_sma_std,0.2110719312219343,0.13120678188853832,0.01598936277861334,1.0485387274519091
pcm_fftMag_spectralCentroid_sma_std,238.8117223714561,215.01362666601833,7.618370252210614,3655.1422868743575
pcm_fftMag_spectralEntropy_sma_std,0.4045034082731172,0.19159560457659144,0.09094930387514194,1.9509069862285533
pcm_fftMag_spectralVariance_sma_std,709453.1241781435,842396.3763138973,4159.297271643939,14093236.70083654
pcm_fftMag_spectralSkewness_sma_std,4.100333108663361,5.17388537646266,0.07197523238166711,59.331807001924716
pcm_fftMag_spectralKurtosis_sma_std,564.4643498599381,1340.9087685476588,0.4006535319752639,19152.319320721654
pcm_fftMag_spectralSlope_sma_std,0.30932370944993354,0.37519543477505785,0.0021232385637711152,4.473094194014969
pcm_fftMag_psySharpness_sma_std,0.16943522464636146,0.14592982475135596,0.007046377587393326,2.554087682578005
pcm_fftMag_spectralHarmonicity_sma_std,0.7080741829458944,0.98295381965395,0.005820038417048708,14.421308694419588
pcm_fftMag_mfcc_sma[1]_std,4.706799073954401,2.395290714455922,0.5514435538624517,22.13063807332221
pcm_fftMag_mfcc_sma[2]_std,6.041666016556573,3.036478487072723,0.8870752674650466,25.671700252159766
